,F1,F2,F3,F4,F5,F6,F7,RUL
4638,1788.0,536.0,3.953,3.52,3710.320000000298,4616.32,8576.32,723
4639,1776.0,533.0,3.953,3.521,3698.350999999792,4580.35,8504.35,722
4640,1776.0,532.0,3.953,3.521,3692.319999999367,4580.32,8540.32,721
4641,1776.0,530.9922500001267,3.952,3.523,3680.327999998816,4580.33,8504.33,720
4642,1764.0,530.0,3.952,3.522,3665.9599999999614,4544.36,8432.36,719
4643,1764.0,530.0,3.953,3.523,3656.3600000003353,4544.36,8468.36,718
4644,1764.0,526.0,3.951,3.523,3650.31200000085,4544.31,8468.31,717
4645,1764.0,524.0,3.951,3.523,3632.35899999924,4544.36,8468.36,716
4646,1752.0,522.5999999996275,3.951,3.524,3622.742999999784,4508.34,8432.34,715
4647,1752.0,520.0,3.949,3.525,3620.313000000082,4508.31,8432.31,714
4648,1740.0,514.0,3.944,3.525,3593.911999999545,4472.31,8468.31,713
4649,1728.0,511.0,3.943,3.529,3543.543000000529,4436.34,8468.34,712
4650,1728.0,506.0,3.94,3.531,3521.927999998443,4400.33,8432.33,711
4651,1730.41,511.1880000010133,3.947,3.817,3402.01600000076,4354.02,8610.02,710
4652,1728.0,509.0,3.938,3.813,3399.4500000001863,4328.25,8540.25,709
4653,1728.0,506.0,3.939,3.533,3512.3120000008494,4400.31,8504.31,708
4654,1728.0,505.0,3.938,3.534,3500.343999999576,4400.34,8468.34,707
4655,1716.0,504.0,3.939,3.534,3488.3120000008494,4364.31,8468.31,706
4656,1716.0,504.0,3.939,3.534,3478.743999999948,4364.34,8432.34,705
4657,1716.0,503.0,3.938,3.534,3470.3120000008494,4364.31,8434.0,704
4658,1716.0,503.0,3.94,3.534,3458.31299999915,4364.31,8432.31,703
4659,1728.0,512.0,3.947,3.533,3488.343999999576,4400.34,8324.34,702
4660,1728.0,511.0,3.947,3.529,3529.0810000002384,4436.28,8360.28,701
4661,1728.0,511.0,3.948,3.528,3529.1119999988005,4436.31,8360.31,700
4662,1728.0,512.0,3.948,3.528,3518.25,4436.25,8360.25,699
4663,1728.0,510.0,3.947,3.528,3514.71199999936,4400.31,8360.31,698
4664,1716.0,509.0,3.946,3.529,3512.3120000008494,4400.31,8360.31,697
4665,1723.22,508.0,3.946,3.529,3500.344000001438,4400.34,8396.34,696
4666,1716.0,506.0,3.946,3.53,3493.0810000002384,4400.28,8373.22,695
4667,1716.0,506.0,3.946,3.53,3482.3429999994114,4364.34,8396.34,694
4668,1704.0,503.0,3.945,3.53,3476.343999999576,4364.34,8324.34,693
4669,1704.0,503.0,3.945,3.531,3470.2820000005886,4364.28,8360.28,692
4670,1704.0,502.2811428569257,3.945,3.531,3464.3119999989867,4364.31,8360.31,691
4671,1704.0,501.0,3.944,3.531,3457.0810000002384,4364.28,8360.28,690
4672,1704.0,501.7142857145518,3.944,3.532,3449.900199999101,4328.31,8360.31,689
4673,1770.78,553.0,3.945,3.531,3446.31299999915,4328.31,8288.31,688
4674,1752.0,550.0,3.941,3.502,3632.3429999994114,4544.34,8540.34,687
4675,1704.0,504.0,3.95,3.811,3479.0,4431.0,8764.0,686
4676,1704.0,498.0,3.939,3.825,3205.1199999991804,4184.32,8756.32,685
4677,1692.0,493.0,3.937,3.555,3446.383999999613,4328.38,8540.38,684
4678,1692.0,494.0,3.935,3.539,3404.352999999188,4292.35,8432.35,683
4679,1704.0,500.0,3.941,3.538,3413.9319999990985,4292.32,8396.32,682
4680,1704.0,500.1428571427241,3.942,3.534,3446.3520000008866,4328.35,8396.35,681
4681,1704.0,501.0,3.942,3.534,3452.3509999997914,4328.35,8346.82,680
4682,1704.0,501.0,3.942,3.533,3442.7200000006706,4328.32,8396.32,679
4683,1704.0,498.8571428572759,3.942,3.532,3440.351999999956,4328.35,8396.35,678
4684,1704.0,500.0,3.942,3.532,3434.3509999997914,4328.35,8396.35,677
4685,1692.0,500.0,3.942,3.533,3428.3120000008494,4328.31,8396.31,676
4686,1692.0,500.0,3.942,3.532,3421.120000000112,4292.35,8396.32,675
4687,1692.0,497.0,3.942,3.533,3410.320000000298,4292.32,8396.32,674
4688,1692.0,496.0,3.943,3.533,3399.48900000006,4292.29,8396.29,673
4689,1692.0,496.0,3.942,3.534,3392.328000000678,4292.33,8396.33,672
4690,1668.0,486.0,3.936,3.546,3248.3520000008866,4112.35,8180.35,669
4691,1668.0,487.2857142854482,3.938,3.538,3314.2229999993,4184.22,8288.22,668
4692,1668.0,487.0,3.938,3.537,3320.3199999993667,4220.32,8324.32,667
4693,1668.0,490.0,3.939,3.538,3320.3509999997914,4220.35,8324.35,666
4694,1668.0,487.2857142854482,3.939,3.537,3320.351999999956,4220.35,8324.35,665
4695,1668.0,487.2857142854482,3.939,3.537,3314.321000000462,4184.32,8324.32,664
4696,1656.0,486.0,3.938,3.537,3305.947999998927,4184.35,8360.35,663
4697,1656.0,483.0,3.939,3.537,3296.3509999997914,4184.35,8360.35,662
4698,1656.0,482.0,3.938,3.539,3284.320000000298,4184.32,8324.32,661
4699,1656.0,480.4285714281723,3.938,3.539,3278.3520000008866,4148.35,8360.35,660
4700,1656.0,481.0,3.939,3.541,3269.9519999995828,4148.35,8360.35,659
4701,1656.0,480.0,3.938,3.541,3266.3199999993667,4148.32,8360.32,658
4702,1644.0,480.0,3.938,3.54,3260.3199999993667,4148.32,8324.33,657
4703,1653.92,479.0,3.937,3.54,3255.5590000003576,4148.36,8360.36,656
4704,1644.03,476.5714285718277,3.937,3.54,3248.328000000678,4148.33,8324.33,655
4705,1644.0,478.2857142854482,3.936,3.54,3248.360000000336,4112.36,8288.36,654
4706,1644.0,477.0,3.936,3.54,3241.158999999054,4112.36,8288.36,653
4707,1644.0,476.0,3.936,3.542,3233.943999999203,4112.34,8324.34,652
4708,1644.0,476.0,3.935,3.542,3226.7280000010505,4112.33,8324.33,651
4709,1632.0,475.7142857145518,3.935,3.542,3224.35899999924,4112.36,8324.36,650
4710,1632.0,475.7142857145518,3.935,3.542,3218.39100000076,4112.39,8288.39,649
4711,1637.62,473.1428571427241,3.934,3.542,3212.218999999576,4112.19,8288.19,648
4712,1622.41,472.8279999997467,3.934,3.84,3045.0,3997.0,8582.02,647
4713,1656.0,473.7142857145518,3.922,3.509,3903.519999999553,4976.32,10268.32,645
4714,1668.0,483.0,3.928,3.553,3314.2880000006407,4184.29,8504.29,644
4715,1680.0,488.1428571427241,3.931,3.551,3350.317999999039,4220.32,8468.32,643
4716,1680.0,488.0,3.932,3.548,3362.317999999039,4220.32,8468.32,642
4717,1680.0,488.0,3.934,3.547,3356.285000000149,4220.29,8504.29,641
4718,1668.0,486.0,3.936,3.548,3350.320000000298,4220.32,8504.32,640
4719,1668.0,482.0,3.936,3.548,3377.952624999918,4266.01,8514.01,639
4720,1668.0,482.8571428572759,3.936,3.548,3326.3509999997914,4184.35,8504.35,638
4721,1668.0,480.0,3.936,3.549,3320.453000000678,4184.45,8432.45,637
4722,1665.06,478.2812857143581,3.935,3.549,3305.9519999995828,4184.35,8468.35,636
4723,1656.0,477.0,3.935,3.549,3291.5200000004843,4148.32,8396.32,635
4724,1656.0,476.0,3.935,3.549,3284.3199999993667,4148.32,8396.32,634
4725,1644.0,476.0,3.934,3.549,3272.3509999997914,4148.35,8324.36,633
4726,1644.0,474.4285714281723,3.934,3.55,3260.328000000678,4148.33,8360.33,632
4727,1644.0,473.1428571427241,3.933,3.549,3254.313000000082,4112.31,8360.31,631
4728,1644.0,471.8571428572759,3.933,3.55,3242.343999999576,4112.34,8360.34,630
4729,1718.56,526.0,3.933,3.55,3236.3430000003427,4112.34,8324.34,629
4730,1704.0,518.0,3.93,3.52,3446.35899999924,4328.36,8540.36,628
4731,1692.0,516.0,3.928,3.523,3410.219000001438,4292.22,8539.11,627
4732,1692.0,514.0206666653976,3.927,3.526,3392.360000000336,4292.36,8540.36,626
4733,1692.0,512.0,3.926,3.526,3380.2180000003427,4256.22,8576.22,625
4734,1692.0,510.8571428572759,3.926,3.526,3374.218999999576,4256.22,8504.22,624
4735,1680.0,508.0,3.924,3.527,3368.3279999997467,4256.33,8432.33,623
4736,1663.19,508.8129999991506,3.916,3.83,3157.0,4123.01,8820.0,622
4737,1683.62,507.0,3.916,3.828,3140.2810000004247,4076.28,8684.28,621
4738,1680.0,509.0,3.922,3.533,3341.818999999203,4220.22,8504.22,620
4739,1680.0,510.0,3.924,3.529,3356.3120000008494,4256.34,8540.31,619
4740,1680.0,508.0,3.924,3.529,3362.3120000008494,4256.31,8504.31,618
4741,1680.0,507.0,3.923,3.528,3356.218999999576,4256.22,8540.22,617
4742,1680.0,506.0,3.923,3.528,3350.3429999994114,4220.34,8504.34,616
4743,1680.0,507.4285714281723,3.923,3.529,3344.375,4220.38,8504.38,615
4744,1680.0,505.0,3.923,3.529,3338.31299999915,4220.31,8504.31,614
4745,1668.0,505.984499999322,3.922,3.53,3332.343999999576,4220.34,8468.34,613
4746,1668.0,506.0,3.922,3.529,3326.3120000008494,4220.31,8540.31,612
4747,1668.0,504.0,3.922,3.529,3320.25,4184.25,8504.25,611
4748,1668.0,502.8571428572759,3.922,3.531,3314.31299999915,4184.31,8540.31,610
4749,1668.0,503.0,3.922,3.53,3308.3120000008494,4184.31,8576.31,609
4750,1668.0,502.0,3.921,3.53,3302.375,4184.38,8504.38,608
4751,1656.0,499.2857142854482,3.921,3.53,3296.25,4184.25,8504.25,607
4752,1656.0,498.0,3.921,3.531,3284.343999999576,4148.34,8468.34,606
4753,1656.0,499.7028571423143,3.92,3.532,3284.3429999994114,4148.34,8504.34,605
4754,1656.0,497.0,3.92,3.532,3272.218999999576,4148.22,8504.22,604
4755,1656.0,496.0,3.92,3.533,3266.3429999994114,4148.34,8468.34,603
4756,1656.0,497.1428571427241,3.919,3.532,3260.3429999994114,4148.34,8504.34,602
4757,1656.0,495.0,3.919,3.533,3255.5429999995977,4148.34,8468.34,601
4758,1644.0,494.0,3.918,3.533,3248.3429999994114,4112.34,8468.34,600
4759,1631.97,485.7142857145518,3.911,3.533,3230.3429999994114,4112.34,8544.94,599
4760,1617.62,492.0,3.906,3.842,2982.0,3948.0,8827.0,598
4761,1644.0,496.0,3.905,3.837,3003.5750000001863,9031.56,9648.87,597
4762,1644.0,498.0,3.915,3.539,3212.25,4076.25,8497.5,596
4763,1644.0,494.2857142854482,3.916,3.535,3248.31299999915,4112.31,8468.31,595
4764,1644.0,496.0,3.916,3.535,3236.375,4112.38,8540.38,594
4765,1644.0,495.0,3.916,3.535,3230.3120000008494,4112.31,8504.31,593
4766,1644.0,496.0,3.917,3.536,3224.3120000008494,4112.31,8504.31,592
4767,1644.0,492.0,3.916,3.536,3228.9000000003725,4114.5,8506.5,591
4768,1644.0,492.0,3.916,3.535,3212.25,4076.25,8504.25,590
4769,1632.0,492.0,3.917,3.536,3212.375,4076.38,8468.38,589
4770,1632.0,490.2857142854482,3.918,3.536,3212.25,4076.25,8504.25,588
4771,1632.0,489.0,3.918,3.536,3205.050000000745,4076.25,8468.25,587
4772,1632.0,487.7142857145518,3.918,3.537,3194.25,4076.25,8540.25,586
4773,1632.0,486.4285714291036,3.917,3.537,3183.574999999255,4076.38,8468.38,585
4774,1632.0,487.0,3.917,3.539,3176.3120000008494,4040.31,8504.31,584
4775,1632.0,485.1428571436554,3.917,3.538,3176.31299999915,4040.31,8468.31,583
4776,1620.0,485.1428571436554,3.917,3.539,3168.9870000015944,4040.19,8504.19,582
4777,1620.0,486.0,3.917,3.539,3164.31299999915,4040.31,8468.31,581
4778,1620.0,483.8571428563446,3.917,3.54,3158.3120000008494,4040.31,8468.31,580
4779,1620.0,484.0,3.917,3.539,3152.375,4040.38,8468.38,579
4780,1620.0,482.5714285708964,3.916,3.539,3146.25,4004.25,8432.25,578
4781,1620.0,480.0,3.915,3.542,3134.31299999915,4004.31,8468.31,577
4782,1596.0,474.0,3.91,3.541,3122.375,4004.38,8432.38,576
4783,1584.0,471.0,3.903,3.545,3074.375,3932.38,8432.38,575
4784,1591.19,482.375,3.902,3.851,2877.0,3836.0,8750.0,574
4785,1617.69,477.8571428563446,3.909,3.843,2895.5120000001043,3824.31,8576.31,573
4786,1608.0,479.4285714291036,3.913,3.548,3125.9749999996275,4004.38,8432.38,572
4787,1608.0,477.4285714291036,3.912,3.545,3128.25,4004.25,8396.25,571
4788,1613.75,477.8571428563446,3.912,3.544,3122.31299999915,4004.31,8432.31,570
4789,1608.0,476.0,3.911,3.547,3110.3120000008494,3968.31,8396.31,569
4790,1608.0,475.0,3.911,3.546,3104.25,3968.25,8360.25,568
4791,1608.0,473.5714285708964,3.912,3.545,3104.31299999915,3968.31,8396.31,567
4792,1596.0,474.0,3.91,3.545,3098.31299999915,3968.31,8468.31,566
4793,1607.19,474.0,3.91,3.547,3092.3120000008494,3968.31,8360.31,565
4794,1596.0,474.0,3.91,3.545,3097.050000000745,3968.25,8396.25,564
4795,1596.0,474.0,3.91,3.545,3092.375,3968.38,8396.38,563
4796,1596.0,474.0,3.91,3.545,3092.3120000008494,3968.31,8396.31,562
4797,1596.0,475.7142857145518,3.91,3.545,3089.912000000477,3968.31,8396.31,561
4798,1596.0,473.0,3.909,3.546,3086.3120000008494,3968.31,8424.62,560
4799,1596.0,474.4285714291036,3.909,3.546,3082.7750000003725,3968.38,8360.38,559
4800,1596.0,473.1428571436554,3.909,3.546,3075.5120000001043,3932.31,8360.31,558
4801,1596.0,471.0,3.908,3.546,3068.3120000008494,3932.31,8432.31,557
4802,1584.0,470.8571428563446,3.908,3.546,3062.375,3932.38,8432.38,556
4803,1584.0,470.0,3.907,3.548,3053.912000000477,3932.31,8432.31,555
4804,1591.5,467.5714285708964,3.908,3.547,3050.375,3896.38,8432.38,554
4805,1572.0,464.1428571436554,3.904,3.548,3044.375,3896.38,8396.38,553
4806,1560.0,461.0,3.9,3.55,3008.375,3860.38,8396.38,552
4807,1560.0,458.0,3.898,3.554,2954.375,3824.38,8432.38,551
4808,1550.38,468.0,3.891,3.858,2758.0,3717.0,8708.0,550
4809,1596.0,469.0,3.883,3.574,3455.320000000298,4616.32,10880.32,548
4810,1608.0,475.0,3.896,3.565,3068.320000000298,3932.32,8720.32,547
4811,1608.0,480.0,3.901,3.559,3125.919999999925,3968.32,8576.32,546
4812,1620.0,480.0,3.903,3.557,3146.285000000149,4004.29,8612.29,545
4813,1620.0,479.5714285708964,3.904,3.556,3146.321000000462,4004.32,8648.32,544
4814,1608.0,479.0025833323598,3.905,3.557,3140.320000000298,4004.32,8576.32,543
4815,1608.0,477.0,3.907,3.555,3134.351000001654,4004.35,8648.35,542
4816,1608.0,474.0,3.907,3.555,3122.3509999997914,3968.35,8612.35,541
4817,1608.0,474.88814285583794,3.907,3.556,3111.5262000001967,3968.32,8612.32,540
4818,1596.0,470.5714285708964,3.907,3.556,3098.3909999988973,3968.39,8576.39,539
4819,1596.0,469.2857142854482,3.906,3.556,3082.752000000328,3932.35,8540.35,538
4820,1597.91,468.0,3.905,3.557,3068.5469999983907,3932.55,8576.55,537
4821,1584.0,466.69485714286566,3.905,3.557,3056.1959999986,3932.2,8540.2,536
4822,1584.0,465.4285714291036,3.904,3.557,3050.3279999997467,3896.33,8576.33,535
4823,1584.0,466.0,3.904,3.557,3038.3590000011027,3896.36,8504.36,534
4824,1584.0,464.1428571436554,3.904,3.558,3032.3120000008494,3896.31,8540.31,533
4825,1572.0,462.8571428563446,3.903,3.558,3025.160000000149,3896.36,8504.36,532
4826,1572.0,461.5714285708964,3.903,3.558,3014.3120000008494,3860.31,8468.31,531
4827,1572.0,460.2857142854482,3.902,3.559,3008.3289999999106,3860.33,8452.22,530
4828,1572.0,459.0,3.902,3.559,2996.359999999404,3860.36,8432.36,529
4829,1560.0,458.0,3.901,3.56,2984.3430000003427,3860.34,8468.34,528
4830,1560.0,456.4285714291036,3.9,3.56,2978.359999999404,3824.36,8360.36,527
4831,1560.0,455.5714285708964,3.898,3.56,2972.359999999404,3824.36,8396.36,526
4832,1538.41,463.2190000005066,3.888,3.862,2723.0159999988973,3675.02,8806.02,525
4833,1560.0,456.0,3.891,3.862,2708.344000000506,3644.34,8648.34,524
4834,1560.0,455.5714285708964,3.897,3.564,2953.019000001252,3824.22,8432.22,523
4835,1560.0,456.8438571430743,3.898,3.562,2972.31299999915,3824.31,8468.31,522
4836,1560.0,456.8571428563446,3.899,3.561,2972.25,3824.25,8432.25,521
4837,1560.0,458.0,3.899,3.561,2966.3430000003427,3824.34,8468.34,520
4838,1562.97,455.5714285708964,3.898,3.56,2960.4059999994934,3824.41,8432.41,519
4839,1560.0,457.0,3.897,3.561,2954.343999998644,3824.34,8432.34,518
4840,1548.0,456.0,3.898,3.562,2945.912999998778,3788.31,8396.31,517
4841,1548.0,453.0,3.898,3.563,2936.281000001356,3788.28,8468.28,516
4842,1548.0,451.7142857145518,3.897,3.562,2930.219000000506,3788.22,8396.22,515
4843,1548.0,451.7142857145518,3.896,3.562,2924.3430000003427,3788.34,8432.34,514
4844,1548.0,450.80000000074506,3.897,3.562,2917.1120000015944,3752.31,8432.31,513
4845,1548.0,450.4285714291036,3.896,3.562,2912.343999998644,3752.34,8432.34,512
4846,1536.0,448.0,3.897,3.563,2906.31299999915,3752.31,8468.31,511
4847,1536.0,450.0,3.896,3.563,2900.344000000506,3752.34,8396.34,510
4848,1536.0,449.0,3.896,3.562,2894.3430000003427,3752.34,8432.34,509
4849,1536.0,447.7714285701513,3.895,3.562,2888.3430000003427,3752.34,8432.34,508
4850,1536.0,448.2857142854482,3.895,3.563,2881.137800000608,3716.31,8396.31,507
4851,1536.0,447.08571428619325,3.894,3.564,2876.333333333954,3716.31,8396.31,506
4852,1536.0,447.0,3.894,3.563,2870.3120000008494,3716.31,8432.31,505
4853,1535.31,447.0,3.894,3.563,2864.25,3716.25,8432.25,504
4854,1524.0,445.7142857145518,3.893,3.564,2858.343999998644,3716.34,8432.34,503
4855,1500.0,436.45714285597205,3.886,3.565,2837.9749999996275,3680.38,8396.38,502
4856,1512.0,439.7142857145518,3.887,3.909,1981.0880000013856,2888.29,8072.29,500
4857,1524.0,440.1428571436554,3.892,3.569,2804.351999999956,3644.35,8540.35,499
4858,1524.0,441.4285714291036,3.893,3.567,2822.2579999994487,3680.26,8468.26,498
4859,1512.0,438.4285714291036,3.893,3.567,2823.552999999374,3680.35,8432.35,497
4860,1512.0,439.542857144028,3.892,3.567,2816.3509999979287,3680.35,8468.32,496
4861,1512.0,440.0,3.892,3.57,2810.351000001654,3644.35,8468.35,495
4862,1512.0,439.2857142854482,3.89,3.568,2804.3313333336264,3644.35,8396.35,494
4863,1512.0,438.8571428563446,3.892,3.569,2798.351999999956,3644.35,8432.35,493
4864,1512.0,438.8571428563446,3.892,3.568,2804.4529999997467,3644.45,8396.45,492
4865,1512.0,437.5714285708964,3.892,3.567,2804.1870000008494,3644.19,8396.19,491
4866,1512.0,436.2857142854482,3.892,3.568,2801.9209999982268,3644.32,8396.32,490
4867,1512.0,436.2857142854482,3.891,3.569,2792.320000000298,3644.32,8432.32,489
4868,1500.0,438.0,3.891,3.569,2792.351999999956,3644.35,8396.35,488
4869,1500.0,435.0,3.891,3.569,2786.3280000016093,3644.33,8396.33,487
4870,1500.0,435.0,3.891,3.569,2780.3590000011027,3644.36,8432.36,486
4871,1500.0,433.7142857145518,3.891,3.57,2774.31299999915,3608.34,8360.31,485
4872,1500.0,433.7142857145518,3.891,3.57,2773.152800001204,3608.33,8396.36,484
4873,1500.0,432.4285714291036,3.89,3.571,2765.912999998778,3608.31,8396.31,483
4874,1500.0,432.3428571429104,3.89,3.572,2756.31299999915,3608.31,8396.31,482
4875,1500.0,431.1428571436554,3.889,3.57,2756.3120000008494,3608.31,8432.31,481
4876,1500.0,432.8571428563446,3.889,3.57,2750.3120000008494,3608.31,8432.31,480
4877,1488.0,431.0,3.889,3.572,2744.3120000008494,3572.31,8432.31,479
4878,1476.0,425.5714285708964,3.883,3.571,2738.3430000003427,3572.34,8396.34,478
4879,1459.22,436.81200000084937,3.873,3.882,2450.0159999988973,3395.02,8757.0,477
4880,1476.0,429.0,3.879,3.879,2449.050000000745,3356.25,8576.25,476
4881,1476.0,427.2857142854482,3.881,3.578,2696.3430000003427,3536.34,8432.34,475
4882,1484.56,426.1714285705239,3.882,3.578,2690.31299999915,3536.31,8432.31,474
4883,1483.47,426.1714285705239,3.882,3.577,2696.25,3536.25,8432.25,473
4884,1476.0,425.4857142847032,3.882,3.577,2690.343999998644,3536.34,8432.34,472
4885,1476.0,425.5714285708964,3.883,3.577,2690.344000000506,3536.34,8396.34,471
4886,1476.0,426.0,3.881,3.577,2684.18799999915,3536.19,8396.19,470
4887,1476.0,423.7714285701513,3.882,3.577,2678.31299999915,3500.31,8396.31,469
4888,1476.0,425.4857142847032,3.882,3.577,2679.5129999984056,3536.31,8396.31,468
4889,1476.0,424.2857142854482,3.882,3.577,2678.3120000008494,3536.31,8360.31,467
4890,1476.0,424.80000000074506,3.882,3.577,2678.3120000008494,3536.31,8360.31,466
4891,1464.0,423.0,3.882,3.577,2672.3430000003427,3500.34,8360.34,465
4892,1464.0,421.5,3.882,3.577,2672.2180000003427,3500.22,8396.22,464
4893,1470.16,421.7142857145518,3.882,3.578,2666.3430000003427,3500.34,8360.34,463
4894,1464.0,420.4285714291036,3.881,3.579,2660.343999998644,3500.34,8396.34,462
4895,1464.0,418.62857142835855,3.881,3.579,2654.31299999915,3500.31,8360.31,461
4896,1452.0,417.9428571444005,3.881,3.579,2648.18799999915,3464.19,8324.19,460
4897,1452.0,417.8571428563446,3.88,3.58,2642.344000000506,3464.34,8360.34,459
4898,1452.0,418.5,3.88,3.58,2636.219000000506,3464.25,8396.22,458
4899,1452.0,419.5714285708964,3.88,3.58,2636.25,3464.25,8360.25,457
4900,1452.0,418.9714285712689,3.879,3.58,2630.2809999994934,3464.28,8324.28,456
4901,1440.0,414.9000000003725,3.876,3.58,2624.344000000506,3464.34,8360.34,455
4902,1438.5,411.9000000003725,3.872,3.584,2576.31299999915,3392.31,8360.31,454
4903,1420.81,423.5625,3.862,3.891,2324.0,3262.0,8673.0,453
4904,1404.0,387.0,3.86,3.606,2472.224000003189,4564.54,10756.54,451
4905,1428.0,391.88571428507566,3.876,3.616,2522.2560000009835,3320.26,8432.26,450
4906,1428.0,393.62480000033975,3.881,3.611,2582.2229999993,3392.22,8360.22,449
4907,1428.0,393.2571428567171,3.883,3.609,2594.322000000626,3392.32,8324.32,448
4908,1428.0,391.542857144028,3.886,3.609,2594.320000000298,3392.32,8360.32,447
4909,1428.0,389.1428571436554,3.886,3.608,2576.289999999106,3392.29,8396.29,446
4910,1416.0,387.5999999996274,3.885,3.609,2570.288999998942,3392.29,8288.29,445
4911,1416.0,387.08571428619325,3.885,3.608,2558.226999999956,3356.23,8324.23,444
4912,1392.0,380.6999999992549,3.877,3.611,2522.320000000298,3320.32,8252.32,443
4913,1380.0,379.542857144028,3.876,3.615,2456.288999998942,3248.29,8226.34,442
4914,1380.0,378.0,3.875,3.617,2438.320000000298,3248.32,8216.32,441
4915,1381.38,377.0999999996274,3.874,3.616,2426.3209999986,3212.32,8216.32,440
4916,1368.0,376.1999999992549,3.874,3.617,2420.351000001654,3212.35,8180.35,439
4917,1368.0,372.9000000003725,3.874,3.618,2408.320000000298,3212.32,8144.32,438
4918,1368.0,373.5,3.873,3.616,2396.25,3176.25,8144.25,437
4919,1368.0,373.0285714287311,3.872,3.616,2384.31299999915,3176.31,8144.31,436
4920,1356.0,370.80000000074506,3.87,3.617,2378.218999998644,3176.22,8108.22,435
4921,1356.0,371.5,3.87,3.617,2366.344000000506,3176.34,8108.34,434
4922,1356.0,373.3714285716415,3.87,3.617,2354.2659999988973,3140.27,8144.27,433
4923,1356.0,371.5,3.87,3.636,2353.454857144505,3140.31,8115.64,432
4924,1356.0,372.30000000074506,3.871,3.618,2348.3279999997467,3140.33,8108.33,431
4925,1344.0,369.9131749998778,3.871,3.619,2336.344000000506,3140.34,8144.34,430
4926,1332.0,366.0,3.866,3.619,2324.344000000506,3104.34,8108.34,429
4927,1322.41,377.984999999404,3.859,3.913,2036.984000001103,2932.98,8568.0,428
4928,1344.0,369.5,3.867,3.907,2048.218999998644,2924.22,8396.22,427
4929,1344.0,369.5999999996274,3.869,3.62,2324.343999998644,3104.34,8144.34,426
4930,1344.0,367.1999999992549,3.869,3.62,2318.34299999848,3104.34,8154.97,425
4931,1344.0,366.30000000074506,3.869,3.62,2312.4059999994934,3104.41,8108.41,424
4932,1332.0,365.82857142947614,3.868,3.62,2306.313000002876,3104.31,8072.31,423
4933,1332.0,366.0,3.866,3.62,2294.375,3068.38,8072.38,422
4934,1332.0,365.0999999996274,3.866,3.622,2282.21799999848,3068.22,8072.22,421
4935,1332.0,365.0999999996274,3.866,3.621,2276.313000002876,3068.31,8108.31,420
4936,1320.0,362.6999999992549,3.866,3.621,2270.343999998644,3068.34,8108.34,419
4937,1320.0,362.6999999992549,3.866,3.621,2264.375,3032.38,8108.38,418
4938,1320.0,361.5,3.867,3.622,2258.375,3032.38,8108.38,417
4939,1320.0,363.1999999992549,3.867,3.623,2258.343999998644,3032.34,8108.34,416
4940,1320.0,362.5714285708964,3.867,3.622,2252.2809999976307,3032.28,8144.28,415
4941,1320.0,361.80000000074506,3.867,3.622,2246.311999997124,3032.31,8108.31,414
4942,1320.0,360.6857142858207,3.867,3.622,2234.313000002876,3032.31,8151.91,413
4943,1308.0,359.09999999962747,3.866,3.622,2222.2190000023693,2996.22,8144.22,412
4944,1296.0,355.80000000074506,3.865,3.625,2198.344000000506,2996.34,8072.34,411
4945,1303.94,356.0,3.864,3.626,2180.343999998644,2960.34,8036.34,410
4946,1296.0,355.5,3.864,3.628,2168.3120000008494,2960.31,8036.31,409
4947,1296.0,353.5,3.864,3.627,2162.344000000506,2960.34,8036.34,408
4948,1296.0,353.69999999925494,3.863,3.627,2156.34299999848,2924.34,8000.34,407
4949,1284.0,350.0,3.858,3.629,2144.344000000506,2924.34,7928.34,406
4950,1260.0,348.0,3.854,3.631,2108.375,2888.38,7964.38,405
4951,1267.19,360.0,3.849,3.924,1834.0,2716.0,8428.0,404
4952,1296.0,352.80000000074506,3.859,3.914,1868.375,2744.38,8252.38,403
4953,1294.44,352.80000000074506,3.86,3.629,2152.884428570047,2924.31,8036.31,402
4954,1284.0,351.73333333432674,3.86,3.629,2147.740571429953,2924.31,7964.31,401
4955,1284.0,351.0,3.86,3.63,2138.3120000008494,2924.31,7964.31,400
4956,1284.0,349.3333333339542,3.859,3.632,2127.2321428563446,2924.38,7928.38,399
4957,1272.0,349.5,3.858,3.63,2120.31299999915,2888.31,7928.31,398
4958,1272.0,348.0,3.858,3.631,2108.3120000008494,2888.31,7964.31,397
4959,1272.0,348.0,3.858,3.631,2102.3120000008494,2888.31,7964.31,396
4960,1272.0,348.0,3.858,3.632,2096.375,2888.38,7964.38,395
4961,1272.0,348.30000000074506,3.858,3.631,2101.5178571436554,2888.38,8000.38,394
4962,1272.0,347.5,3.859,3.631,2096.1870000008494,2888.19,7964.19,393
4963,1272.0,345.5,3.859,3.631,2091.2321428563446,2852.38,7964.38,392
4964,1260.0,346.5,3.857,3.632,2086.089285714552,2852.38,7928.38,391
4965,1260.0,345.59999999962747,3.857,3.633,2078.375,2852.38,7928.38,390
4966,1260.0,343.5,3.856,3.633,2070.660714285448,2852.38,7892.38,389
4967,1248.0,344.0,3.855,3.634,2055.170142855495,2816.31,7892.31,388
4968,1248.0,343.3333333339542,3.855,3.635,2048.18799999915,2816.19,7856.19,387
4969,1248.0,342.0,3.854,3.635,2044.884428570047,2816.31,7892.31,386
4970,1248.0,342.6666666660458,3.854,3.635,2042.3129999991504,2816.31,7892.31,385
